time,loss
0.34950923919677734,2.3160369396209717
0.3849780559539795,2.2808709144592285
0.4194161891937256,2.2790167331695557
0.45351433753967285,2.2591161727905273
0.48763561248779297,2.236485719680786
0.5214974880218506,2.259615898132324
0.5553202629089355,2.165199041366577
0.5892024040222168,2.122328042984009
0.6229002475738525,2.066329002380371
0.6568994522094727,2.006150960922241
0.6906700134277344,2.018864154815674
0.7246112823486328,1.875067114830017
0.7582817077636719,1.8228049278259277
0.7920451164245605,1.6845006942749023
0.8258676528930664,1.6019811630249023
0.8595151901245117,1.551764726638794
0.8931736946105957,1.5035806894302368
0.9270279407501221,1.4136923551559448
0.9608464241027832,1.2968214750289917
0.9945371150970459,1.1643729209899902
1.0282213687896729,1.167600154876709
1.0619361400604248,1.0470349788665771
1.0956060886383057,0.8780122399330139
1.129300832748413,0.8237626552581787
1.1630196571350098,0.8095226883888245
1.1967904567718506,0.7215969562530518
1.2305662631988525,0.8072180151939392
1.2643187046051025,0.6018244624137878
1.298062801361084,0.7390865683555603
1.3318250179290771,0.7346509695053101
1.3655295372009277,0.6013789176940918
1.3992228507995605,0.7326006293296814
1.432915449142456,0.6510285139083862
1.4665229320526123,0.5025184750556946
1.5002174377441406,0.47696641087532043
1.533860206604004,0.5400557518005371
1.5675263404846191,0.8249872326850891
1.6013071537017822,0.5923299193382263
1.6350336074829102,0.46087193489074707
1.6687285900115967,0.4742438495159149
1.7024478912353516,0.6822298765182495
1.736149549484253,0.4717694818973541
1.7698204517364502,0.5438859462738037
1.8034648895263672,0.3559248447418213
1.8371429443359375,0.49442675709724426
1.870776891708374,0.4591130018234253
1.9045751094818115,0.5304052829742432
1.9383471012115479,0.5902916789054871
1.9720468521118164,0.48094698786735535
2.0057358741760254,0.4106301963329315
2.039644718170166,0.46057379245758057
2.073575973510742,0.3577369153499603
2.107511043548584,0.39781805872917175
2.141383409500122,0.2968558967113495
2.1753103733062744,0.5606176853179932
2.2091081142425537,0.30851516127586365
2.242767572402954,0.3610505163669586
2.2767016887664795,0.3496326506137848
2.3105835914611816,0.5042024850845337
2.3446638584136963,0.3994895815849304
2.3786470890045166,0.3210611343383789
2.4128360748291016,0.40785619616508484
2.4470021724700928,0.37369340658187866
2.481083631515503,0.3836374878883362
2.515036106109619,0.350727379322052
2.5490927696228027,0.2368517518043518
2.583099126815796,0.36760246753692627
2.6171865463256836,0.31043541431427
2.651231288909912,0.30629193782806396
2.6853415966033936,0.4954693615436554
2.719353199005127,0.3293403387069702
2.7533955574035645,0.18639685213565826
2.787437677383423,0.4030238687992096
2.821486473083496,0.29975244402885437
2.8555166721343994,0.30566999316215515
2.889732599258423,0.21896249055862427
2.9236764907836914,0.2476021945476532
2.9576873779296875,0.29227375984191895
2.9916701316833496,0.34101852774620056
3.0256717205047607,0.25579994916915894
3.0596752166748047,0.17513222992420197
3.0938618183135986,0.29463526606559753
3.1279654502868652,0.24948081374168396
3.162116050720215,0.24997243285179138
3.196131944656372,0.2751249372959137
3.230408191680908,0.23509183526039124
3.2644717693328857,0.31944459676742554
3.298471450805664,0.2663742005825043
3.332517147064209,0.2748858630657196
3.3664424419403076,0.2938353419303894
3.400435447692871,0.3397720456123352
3.434523582458496,0.26854223012924194
3.468658685684204,0.19910623133182526
3.502765417098999,0.23561991751194
3.536888360977173,0.23623740673065186
3.570693254470825,0.21284082531929016
3.6044681072235107,0.2892654836177826
3.6382076740264893,0.20768795907497406
3.671945571899414,0.24575214087963104
3.705756425857544,0.1657073199748993
3.7394626140594482,0.15813511610031128
3.773235321044922,0.26122960448265076
3.8071372509002686,0.09881001710891724
3.84098744392395,0.3065907657146454
3.8749547004699707,0.2616333067417145
3.9087250232696533,0.24363604187965393
3.942502498626709,0.25109151005744934
3.9764888286590576,0.2628699839115143
4.0102057456970215,0.1538432389497757
4.04391884803772,0.15978588163852692
4.077647686004639,0.17684055864810944
4.111379146575928,0.22658640146255493
4.145228385925293,0.22014296054840088
4.178855895996094,0.2114836573600769
4.212521076202393,0.1856774091720581
4.246254920959473,0.19063249230384827
4.279952526092529,0.2612658441066742
4.313898801803589,0.2531234323978424
4.347633361816406,0.13718914985656738
4.381368637084961,0.2940742075443268
4.4152092933654785,0.24241650104522705
4.448931455612183,0.2544187307357788
4.482609033584595,0.3681271970272064
4.5165486335754395,0.19407422840595245
4.5502848625183105,0.17263761162757874
4.58406138420105,0.16806407272815704
